ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
125-20020516,1228668,9,1,IMPORT TAP INC,IMPORT TAP INC,10429 S EWING AVE,CHICAGO,IL,60617,10,33,4,1470,Tavern,125,RENEW,03/27/2002,04/12/2002,04/12/2002,N,05/16/2002,11/15/2002,04/12/2002,04/12/2002,AAI,,,41.705506482,-87.535139453,"(41.70550648249998, -87.53513945323924)"
130-20041116,1520815,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,,09/27/2004,11/12/2004,N,11/16/2004,11/15/2005,11/16/2004,11/17/2004,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20071116,1848488,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,,09/21/2007,11/15/2007,N,11/16/2007,10/15/2009,11/15/2007,11/15/2007,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20020516,1228671,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,11/15/2002,04/25/2002,04/26/2002,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20031116,1404369,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,,09/26/2003,11/12/2003,N,11/16/2003,11/15/2004,11/12/2003,11/13/2003,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
131-20040516,1404371,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1781,Tobacco Retail Over Counter,131,RENEW,,03/17/2004,05/06/2004,N,05/16/2004,11/15/2004,05/06/2004,05/07/2004,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
131-20020516,1228670,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1781,Tobacco Retail Over Counter,131,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,05/15/2003,04/25/2002,04/26/2002,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20061116,1743801,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,,09/20/2006,10/23/2006,N,11/16/2006,11/15/2007,10/30/2006,10/31/2006,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20051116,1623161,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,,09/22/2005,10/17/2005,N,11/16/2005,11/15/2006,10/17/2005,10/18/2005,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20030516,1337933,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,03/25/2003,05/07/2003,05/07/2003,N,05/16/2003,05/15/2004,05/07/2003,05/08/2003,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20091016,1987140,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,,08/14/2009,10/13/2009,N,10/16/2009,10/15/2011,10/13/2009,10/13/2009,AAC,05/02/2011,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20030516,1337935,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,03/25/2003,05/07/2003,05/07/2003,N,05/16/2003,11/15/2003,05/07/2003,05/08/2003,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20091016,1987141,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,,08/14/2009,10/13/2009,N,10/16/2009,10/15/2011,10/13/2009,10/13/2009,AAC,05/02/2011,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20020516,1228669,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,03/27/2002,04/25/2002,04/25/2002,N,05/16/2002,05/15/2003,04/25/2002,04/26/2002,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20071116,1848490,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,,09/21/2007,11/15/2007,N,11/16/2007,10/15/2009,11/15/2007,11/15/2007,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
131-20051116,1623160,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1781,Tobacco Retail Over Counter,131,RENEW,,09/22/2005,10/17/2005,N,11/16/2005,11/15/2006,10/17/2005,10/18/2005,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20051116,1623159,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,,09/22/2005,10/17/2005,N,11/16/2005,11/15/2006,10/21/2005,10/24/2005,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20040516,1404370,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,,03/17/2004,05/06/2004,N,05/16/2004,11/15/2004,05/06/2004,05/07/2004,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20041116,1520816,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,,09/27/2004,11/12/2004,N,11/16/2004,11/15/2005,11/12/2004,11/15/2004,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
130-20021116,1278036,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1470,Tavern,130,RENEW,09/24/2002,10/25/2002,10/18/2002,N,11/16/2002,05/15/2003,10/25/2002,10/28/2002,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
129-20061116,1743803,10,1,"HONEYBEERS, INC.",HONEYBEERS,13200 S HOUSTON AVE,CHICAGO,IL,60633,10,17,4,1010,Limited Business License,129,RENEW,,09/20/2006,10/23/2006,N,11/16/2006,11/15/2007,10/23/2006,10/24/2006,AAI,,,41.655419877,-87.548520155,"(41.65541987670403, -87.5485201545961)"
